YEAR,FIRE NAME,UNIT,AGENCY,CAUSE,OBJECTIVE,REPORT ACRES,GIS ACRES,COMMENTS
1934,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,715,
1934,,Tahoe National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,678,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,675,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,612,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,586,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,558,
1934,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,554,
1934,SOUTH FOR,Sequoia - Kings Canyon NP,National Park Service,Unknown / Unidentified,Suppression (Wildfire),400,529,
1934,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,509,
1934,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,500,
1934,RELEFORD,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,472,
1934,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,441,20090305
1934,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,414,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,407,
1934,SLATE MOUNTAIN,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,396,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,393,
1934,,Sequoia National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,386,
1934,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,368,
1934,WHALER CK,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,367,
1934,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,353,
1934,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,324,20090305
1934,,Tahoe National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,311,
1934,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,304,
1934,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,277,
1934,GREEK MILL,Klamath National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,275,
1934,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,268,
1934,OAK BOTTOM,Klamath National Forest,USDA Forest Service,Campfire,Suppression (Wildfire),0,266,
1934,,Tahoe National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,246,
1934,BUCKHORN CYN,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,242,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,225,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,215,
1934,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,212,
1934,TRAUGER,Sequoia - Kings Canyon NP,National Park Service,Smoking,Suppression (Wildfire),240,206,
1934,SAN ONOFRE CYN,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,194,
1934,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,194,
1934,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,187,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,183,
1934,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,172,
1934,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,168,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,157,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,156,
1934,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,150,20090305
1934,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,148,
1934,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,141,
1934,BIG GULCH,Klamath National Forest,USDA Forest Service,Arson,Suppression (Wildfire),0,140,
1934,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,137,
1934,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,136,
1934,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,126,20090305
1934,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,119,
1934,EAST FORK #1,Klamath National Forest,USDA Forest Service,Arson,Suppression (Wildfire),0,116,
1934,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,106,
1934,ANDERSEN RANCH,Klamath National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,105,
1933,INDIAN CYN,Los Padres National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,"38,223",
1933,DAN PITNEY,Mendocino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"8,052",
1933,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"7,901",
1933,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"7,429",
1933,MONTROSE/LA CRESC,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"5,095",
1933,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"2,416",
1933,,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"2,240",
1933,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,749",
1933,,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,488",
1933,BRUSHY RIDGE,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,485",
1933,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,403",
1933,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,081",
1933,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,001",
1933,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,985,
1933,SOAP CREEK,Klamath National Forest,USDA Forest Service,Arson,Suppression (Wildfire),0,981,
1933,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,945,
1933,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,914,
1933,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,881,
1933,NOEL RIDGE,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,640,
1933,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,598,
1933,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,542,
1933,BEAR MTN,Sequoia - Kings Canyon NP,National Park Service,Equipment Use,Suppression (Wildfire),"9,000",487,
1933,,Cleveland National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,465,
1933,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,405,
1933,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,401,
1933,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,345,20090305
1933,AGOURA NO. 2,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,315,
1933,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,295,20090305
1933,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,232,
1933,LIMESTONE,Klamath National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,213,
1933,,Tahoe National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,179,
1933,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,176,
1933,SUGAR HILL,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,162,
1933,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,139,20090305
1933,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,138,
1933,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,129,
1933,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,120,
1933,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,120,
1933,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,114,20090305
1933,EVERILL GULCH,Klamath National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,110,
1933,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,104,20090305
1932,MATILIJA,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"219,999",
1932,,San Bernardino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"10,748",
1932,HAYSHED,Mendocino National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),0,"10,045",
1932,HORSE PASTURE RIDGE,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"8,423",
1932,,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"7,481",
1932,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"7,391",
1932,LONG VALLEY,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"6,910",
1932,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,972",
1932,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"3,878",
1932,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,588",
1932,ELDER CREEK,Mendocino National Forest,USDA Forest Service,Equipment Use,Suppression (Wildfire),0,"2,721",
1932,GRINDSTONE,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"2,198",
1932,BIG ROCK,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,876",
1932,CRACKER BOX,Mendocino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,853",
1932,PINE NTN,Mendocino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,741",
1932,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,329",
1932,NATIONAL FOREST INN,Angeles National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),"1,225","1,210","S.Imsand,Saugus,Ridge Route 1926 map; related FID 184+NFI#2-AFA 1931-1940 table*"
1932,,Sierra National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,171",
1932,,Klamath National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,106",
1932,NATIONAL FOREST INN,Angeles National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),"1,225","1,076","S.Imsand, Saugus, ADDN to editFID0-AFA 1931-1940 Transp.map 1:260100"
1932,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,064",
1932,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,063",
1932,UNKNOWN,Sequoia National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),"1,022","1,022",
1932,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,857,
1932,WILSON CYN,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,756,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,692,
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,574,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,573,
1932,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,568,
1932,MORGAN NO. 24,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,550,
1932,,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,532,
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,522,20090305
1932,BEE LAKE,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,498,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,433,
1932,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,395,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,336,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,335,
1932,,Eldorado National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,328,
1932,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,327,
1932,RED CLOUD,Stanislaus National Forest,USDA Forest Service,Arson,Suppression (Wildfire),320,326,20090305
1932,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,319,
1932,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,312,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,311,
1932,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,300,
1932,N/A,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,289,
1932,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,275,
1932,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,249,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,243,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,243,
1932,SALAL SPRINGS #3,Six Rivers National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,239,
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,232,20090305
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,220,20090305
1932,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,216,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,214,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,212,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,208,
1932,MIDDLE RIDGE #1,Stanislaus National Forest,USDA Forest Service,Arson,Suppression (Wildfire),196,197,20090305
1932,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,193,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,192,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,191,
1932,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,190,
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,181,20090305
1932,UNKNOWN,Sequoia National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),180,179,
1932,GEO F CYN NO 204,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,171,
1932,CEDAR CREEK #1,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,169,
1932,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,168,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,160,
1932,LITTLE ROUND MT. 1-3,Six Rivers National Forest,USDA Forest Service,Debris,Suppression (Wildfire),0,151,
1932,,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,150,
1932,NATIONAL FOREST INN #2,Angeles National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),125,148,"S.Imsand, Saugus,  6N 18W-15,16, bet Castaic & Redrock Cyns-AFA table + 1931-38*"
1932,,Sierra National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,147,
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,146,20090305
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,143,20090305
1932,,Tahoe National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,142,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,140,
1932,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,138,20090305
1932,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,137,
1932,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,125,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,120,
1932,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,111,
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"42,078",
1931,COMPTCHE,Mendocino CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,"33,102",
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"22,631",
1931,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"17,959",
1931,,Pinnacles National Park,National Park Service,Unknown / Unidentified,Suppression (Wildfire),"12,926","12,928",Greenlee & Moldenke only mpd to prk bndry
1931,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"8,130",20090305
1931,,Orange County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"7,760",
1931,,Sierra National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,"7,165",
1931,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"6,650",
1931,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"6,097",
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"5,468",
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"4,450",
1931,MANZANITA CHUTE,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"4,391",
1931,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,857",20090305
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,623",
1931,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"3,373",
1931,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"3,297",
1931,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"2,978",
1931,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"2,919",
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"2,700",
1931,,Pinnacles National Park,National Park Service,Unknown / Unidentified,Suppression (Wildfire),"2,134","2,135",Greenlee & Moldenke only mpd to prk bndry
1931,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"2,002",
1931,LA JOYA 112,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,"1,975",
1931,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,925",
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,902",
1931,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,884",
1931,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,750",
1931,LONG BELL 2,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,748",
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,706",
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,476",
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,435",
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,384",
1931,RUBICON,Eldorado National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,"1,378",
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,347",
1931,DASHIELL,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,297",
1931,DOW #2,Mendocino National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,230",
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,219",
1931,CASTRO CYN,Los Padres National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,"1,186",
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,"1,133",
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,848,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,836,
1931,,Mendocino National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,797,
1931,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,781,
1931,,Cleveland National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,718,
1931,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,714,
1931,,Los Padres National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,712,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,681,
1931,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,675,
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,673,
1931,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,664,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,656,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,651,
1931,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,641,
1931,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,632,
1931,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,620,
1931,,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,597,
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,589,
1931,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,579,
1931,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,539,
1931,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,521,20090305
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,507,
1931,,Sierra National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,506,
1931,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,504,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,498,
1931,,Sierra National Forest,USDA Forest Service,Lightning,Suppression (Wildfire),0,488,
1931,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,470,
1931,BUCKHORN,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,456,
1931,CAMP 1,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,450,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,432,
1931,,Riverside CDF,California Department of Forestry and Fire Protection,Unknown / Unidentified,Suppression (Wildfire),0,432,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,424,
1931,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,424,
1931,MAPLESON FIRE,Klamath National Forest,USDA Forest Service,Smoking,Suppression (Wildfire),0,402,
1931,,Tahoe National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,392,
1931,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,382,
1931,SUGAR HILL,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,376,
1931,AGOURA NO. 26,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,364,
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,363,
1931,FANDANGO PS,Modoc National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,350,
1931,HUGHES #101,Los Angeles County,Contract County,Unknown / Unidentified,Suppression (Wildfire),0,343,
1931,,Sequoia National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,329,
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,325,
1931,,Lassen National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,295,
1931,,Cleveland National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,293,
1931,,Plumas National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,289,
1931,,Lassen National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,286,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,283,
1931,,Stanislaus National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,261,20090305
1931,,Los Padres National Forest,USDA Forest Service,Unknown / Unidentified,Suppression (Wildfire),0,253,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,253,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,247,
1931,,Shasta-Trinity National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,240,
1931,JEANS RANCH,Six Rivers National Forest,USDA Forest Service,Miscellaneous,Suppression (Wildfire),0,239,
